user_id,venue_id,label,user_pref_match,user_total_seconds,user_avg_click,user_pref_score,latitude,longitude,review_count,stars,venue_cat_count
user_4,V_92,1,0.8785,1030,0.048,6.139,40.50407,-73.7428,1085,3.2,4
user_5,V_93,1,0.4922,756,0.323,4.967,40.56967,-73.91163,101,4.6,2
user_5,V_94,1,0.5955,521,0.477,4.506,40.65995,-73.79907,1250,4.4,4
user_5,V_95,1,0.9433,1158,0.106,5.06,40.65028,-74.17238,998,3.8,1
user_5,V_96,1,0.7926,1037,0.319,8.189,40.54534,-73.82932,232,1.6,1
user_5,V_97,1,0.3858,319,0.306,8.448,40.75142,-74.21943,1028,1.5,4
user_5,V_98,1,0.0625,725,0.679,8.032,40.5477,-74.07595,1124,3.9,5
user_5,V_99,1,0.7492,670,0.582,4.072,40.68699,-74.23096,366,1.4,4
user_5,V_100,1,0.8978,443,0.275,7.565,40.77861,-73.81431,800,2.1,5
user_5,V_101,1,0.3137,1165,0.823,2.267,40.60726,-73.85375,38,3.4,4
user_5,V_102,1,0.1287,957,0.821,3.08,40.60669,-73.80538,1327,1.6,1
user_5,V_103,1,0.3659,63,0.943,9.771,40.57993,-73.75562,368,1.8,4
user_5,V_104,0,0.1976,219,0.224,2.775,40.93443,-73.77487,897,4.8,4
user_5,V_105,1,0.2656,1028,0.236,2.389,40.58244,-73.7717,1030,4.7,4
user_5,V_106,1,0.7827,870,0.54,6.847,40.57199,-73.72465,604,2.9,1
user_5,V_107,1,0.786,790,0.393,2.435,40.64453,-73.75725,1445,1.8,4
user_5,V_108,1,0.4895,77,0.89,2.773,40.54027,-73.91156,211,2.1,5
user_5,V_109,1,0.6282,416,0.158,5.081,40.85387,-74.20267,1211,3.0,4
user_5,V_110,1,0.6198,1037,0.71,5.637,40.79274,-73.80444,209,2.5,1
user_5,V_111,1,0.657,690,0.672,7.364,40.74,-73.98123,1225,4.6,5
user_5,V_112,1,0.795,659,0.724,6.249,40.86755,-74.15083,1121,3.4,3
user_5,V_113,1,0.1891,270,0.067,7.299,40.55134,-74.10034,1464,5.0,1
user_5,V_114,1,0.4676,329,0.452,7.819,40.6203,-74.18203,13,2.8,1
user_5,V_115,1,0.5601,868,0.884,4.441,40.63849,-73.98511,1226,4.9,5
user_6,V_116,1,0.1977,951,0.112,7.019,40.55031,-73.70885,1075,4.8,1
user_6,V_117,1,0.109,229,0.35,6.511,40.50601,-73.90125,1153,3.7,5
user_6,V_118,1,0.4185,888,0.594,2.538,40.73335,-74.0436,601,2.9,4
user_6,V_119,1,0.3101,1138,0.927,3.19,40.64671,-73.99428,1192,3.9,1
user_6,V_120,1,0.9042,663,0.755,2.496,40.70986,-73.79659,279,3.1,3
user_6,V_121,1,0.8485,479,0.953,5.327,40.82656,-73.85351,964,3.5,5
user_6,V_122,1,0.7434,466,0.515,5.544,40.84646,-73.98259,12,1.0,4
user_6,V_123,1,0.8667,566,0.345,6.548,40.51381,-73.95397,194,3.7,1
user_6,V_124,1,0.2754,1178,0.35,3.154,40.60565,-74.2131,547,2.7,3
user_6,V_125,1,0.32,280,0.58,5.459,40.70925,-73.84635,1092,5.0,5
user_6,V_126,1,0.7557,290,0.391,1.139,40.72913,-74.11234,320,4.7,5
user_6,V_127,1,0.8362,988,0.16,8.706,40.70086,-73.96674,414,3.6,5
user_6,V_128,0,0.7747,1044,0.191,3.844,40.77157,-74.20713,841,1.4,1
user_6,V_129,1,0.7896,999,0.049,7.022,40.51615,-74.02611,770,3.5,2
user_6,V_130,1,0.996,332,0.763,7.76,40.65748,-74.23938,1298,1.2,1
user_6,V_131,1,0.9546,264,0.277,2.969,40.81907,-74.07147,539,1.9,2
user_6,V_132,1,0.6143,972,0.752,3.953,40.61482,-74.10455,558,1.5,4
user_6,V_133,1,0.0481,793,0.531,5.495,40.78203,-73.96776,385,3.3,2
user_6,V_134,1,0.7589,463,0.707,8.985,40.51616,-73.9038,1426,1.0,1
user_6,V_135,1,0.0462,564,0.846,9.066,40.91881,-74.02184,1241,3.3,5
user_6,V_136,1,0.9785,512,0.008,2.171,40.81008,-74.11902,1468,4.5,1
user_6,V_137,1,0.2848,60,0.163,1.772,40.81172,-73.86747,416,4.1,2
user_6,V_138,0,0.3042,1111,0.941,2.375,40.52577,-73.70153,76,1.5,3
user_7,V_139,1,0.3098,995,0.868,3.108,40.91264,-74.19508,1421,3.6,1
user_7,V_140,0,0.2209,97,0.344,0.909,40.624,-73.7838,1118,2.2,1
user_7,V_141,0,0.7467,185,0.931,5.167,40.6867,-74.20039,788,1.6,1
user_7,V_142,1,0.3056,104,0.905,7.086,40.56941,-73.89619,149,1.8,4
user_7,V_143,1,0.5879,327,0.136,4.429,40.78571,-74.19854,1249,3.1,5
user_7,V_144,1,0.7064,1187,0.844,4.0,40.86456,-74.1517,638,3.5,1
user_7,V_145,1,0.0479,676,0.535,5.117,40.66612,-73.77812,608,1.7,5
user_7,V_146,1,0.3824,191,0.294,6.967,40.91087,-74.12575,343,3.9,1
user_7,V_147,0,0.6688,468,0.002,1.948,40.89032,-74.14462,40,4.6,2
user_7,V_148,1,0.1596,164,0.807,3.481,40.5525,-73.72306,570,2.7,4
user_7,V_149,0,0.4814,140,0.221,9.066,40.91228,-73.92206,70,4.6,3
user_7,V_150,0,0.9296,410,0.669,5.104,40.8545,-74.00066,918,3.8,2
user_7,V_151,1,0.2437,414,0.922,1.173,40.63934,-73.94572,516,3.4,5
user_7,V_152,1,0.5058,526,0.429,3.803,40.5327,-74.12439,601,4.5,2
user_7,V_153,1,0.3073,1187,0.023,8.557,40.56784,-74.18406,1136,1.8,1
user_7,V_154,1,0.3231,1113,0.368,7.171,40.58525,-74.13874,366,3.0,4
user_7,V_155,1,0.9913,537,0.476,6.146,40.66559,-73.79127,539,2.7,4
user_7,V_156,0,0.8112,279,0.26,0.548,40.92741,-74.194,994,1.8,1
user_7,V_157,1,0.3945,363,0.376,7.24,40.67184,-73.80657,1013,4.8,2
user_7,V_158,1,0.9303,947,0.653,2.823,40.59615,-74.05588,788,1.6,3
user_7,V_159,1,0.7227,706,0.69,2.341,40.52564,-74.14281,1483,3.2,1
user_7,V_160,1,0.2391,859,0.312,0.348,40.87372,-73.78814,525,2.2,1
user_7,V_161,1,0.2287,615,0.578,5.521,40.5909,-74.17459,28,4.3,2
user_8,V_162,1,0.1575,322,0.411,8.254,40.5385,-74.19296,1159,2.8,4
user_8,V_163,1,0.4069,735,0.551,6.194,40.72601,-73.90442,798,4.4,3
user_8,V_164,1,0.4916,109,0.641,8.134,40.73212,-73.97787,1464,1.2,2
user_8,V_165,0,0.3963,981,0.206,0.798,40.60803,-73.88354,1131,4.4,1
user_8,V_166,1,0.7417,1128,0.249,9.07,40.54438,-73.8746,1119,1.3,2
user_8,V_167,1,0.6244,151,0.133,1.701,40.88703,-74.07276,531,2.5,5
user_8,V_168,1,0.339,925,0.898,8.698,40.56814,-73.84775,963,2.4,3
user_8,V_169,1,0.938,336,0.876,2.516,40.83519,-73.87837,366,4.2,1
user_8,V_170,1,0.1713,739,0.989,2.065,40.73023,-73.71422,968,3.7,4
user_8,V_171,1,0.0274,1016,0.811,1.319,40.75114,-73.90503,1247,3.9,4
user_8,V_172,1,0.5375,1169,0.605,0.534,40.86334,-74.04001,251,3.7,5
user_8,V_173,1,0.564,382,0.278,3.554,40.75096,-73.99705,653,4.7,3
user_8,V_174,1,0.5846,305,0.677,9.713,40.66082,-74.15475,35,1.1,2
user_8,V_175,1,0.8518,503,0.368,1.048,40.76172,-73.88365,1213,1.6,1
user_8,V_176,1,0.4566,1116,0.83,4.167,40.60437,-74.22842,204,2.2,5
user_8,V_177,1,0.3701,901,0.505,4.227,40.52202,-74.02311,451,2.4,4
user_8,V_178,1,0.8658,971,0.775,9.372,40.87673,-73.88974,1066,3.0,4
user_8,V_179,1,0.3573,803,0.537,3.178,40.90478,-73.8003,580,1.4,5
user_8,V_180,1,0.6835,387,0.416,6.131,40.5512,-73.86442,1085,1.8,3
user_8,V_181,1,0.0708,929,0.059,7.695,40.53294,-73.96273,629,3.4,4
user_8,V_182,1,0.0786,523,0.971,0.316,40.7542,-73.94216,730,1.8,2
user_8,V_183,1,0.9253,273,0.145,4.824,40.68412,-74.2022,118,4.0,2
user_8,V_184,1,0.7583,323,0.243,4.51,40.70194,-74.13293,1342,4.5,1
user_9,V_185,0,0.6694,1095,0.138,6.817,40.58651,-73.94905,245,1.3,5
user_9,V_186,1,0.3817,357,0.957,7.639,40.84943,-73.93578,793,3.8,5
user_9,V_187,1,0.873,1074,0.503,4.677,40.56364,-74.02441,247,3.5,3
user_9,V_188,1,0.3146,914,0.404,2.395,40.94841,-73.94722,815,4.6,1
user_9,V_189,1,0.8526,699,0.778,0.467,40.60249,-74.20428,922,2.7,2
user_9,V_190,1,0.6653,321,0.508,4.987,40.91615,-74.22045,1389,1.4,4
user_9,V_191,1,0.6628,355,0.924,1.448,40.90255,-73.70236,5,3.2,1
user_9,V_192,1,0.737,1115,0.731,9.517,40.83798,-74.16981,472,2.0,3
user_9,V_193,1,0.8864,840,0.017,3.784,40.70741,-73.97112,918,2.3,2
user_9,V_194,1,0.8357,1042,0.567,6.225,40.88027,-74.09797,978,1.5,2
user_9,V_195,1,0.8498,607,0.266,0.599,40.52159,-73.9113,246,3.0,3
user_9,V_196,1,0.0551,492,0.309,2.789,40.73747,-73.94545,449,2.6,2
user_9,V_197,1,0.8523,388,0.219,6.455,40.58768,-73.95432,832,3.5,2
user_9,V_198,1,0.755,914,0.462,7.615,40.62208,-73.96755,1126,4.3,4
user_9,V_199,1,0.3938,216,0.836,7.065,40.67131,-73.85787,1046,1.2,2
user_9,V_200,1,0.5102,596,0.8,9.622,40.51211,-73.9052,176,4.2,3
user_9,V_201,1,0.9136,681,0.774,7.579,40.7068,-73.74583,284,3.1,4
user_9,V_202,1,0.2613,532,0.382,2.401,40.87996,-74.01775,1443,4.9,3
user_9,V_203,1,0.3206,838,0.164,9.476,40.56068,-74.24634,392,1.5,2
user_9,V_204,1,0.1415,785,0.005,6.416,40.67343,-74.09238,1356,3.3,4
user_9,V_205,1,0.567,238,0.765,5.937,40.60016,-74.24186,1236,2.6,3
user_9,V_206,1,0.0561,879,0.595,1.062,40.66397,-73.97175,1464,1.4,1
user_9,V_207,1,0.9095,1083,0.427,2.653,40.83021,-73.74499,245,1.8,4
user_10,V_208,1,0.6206,736,0.962,3.646,40.84978,-74.05136,1285,2.5,1
user_10,V_209,1,0.3384,527,0.017,9.73,40.55374,-74.13967,1469,2.5,2
user_10,V_210,1,0.4938,342,0.807,6.439,40.70068,-73.90817,336,3.4,2
user_10,V_211,1,0.1438,514,0.162,6.653,40.76477,-74.15434,122,1.9,2
user_10,V_212,1,0.6509,1110,0.519,6.665,40.91101,-73.89387,1217,4.9,1
user_10,V_213,1,0.8879,992,0.081,6.657,40.70913,-73.77637,968,3.7,4
user_10,V_214,1,0.1876,76,0.133,5.981,40.88172,-74.23966,927,4.7,1
user_10,V_215,1,0.9017,425,0.422,6.38,40.68788,-74.23939,892,4.1,5
user_10,V_216,1,0.5466,94,0.309,4.772,40.74931,-74.17189,47,2.6,2
user_10,V_217,1,0.8633,614,0.985,8.02,40.59014,-73.9697,183,3.7,2
user_10,V_218,1,0.4823,1003,0.124,9.014,40.84723,-73.97042,120,3.0,4
user_10,V_219,1,0.2035,315,0.106,2.099,40.86668,-73.90052,701,1.2,4
user_10,V_220,1,0.7929,153,0.153,6.327,40.50872,-74.22646,552,1.3,3
user_10,V_221,0,0.2148,357,0.098,1.466,40.52145,-74.0415,206,3.8,3
user_10,V_222,1,0.4098,1142,0.529,2.104,40.86655,-74.07957,548,5.0,5
user_10,V_223,1,0.9968,105,0.097,7.171,40.91357,-74.14761,354,3.3,1
user_10,V_224,1,0.3986,209,0.403,1.043,40.71937,-73.7767,1219,2.1,5
user_10,V_225,1,0.4698,744,0.953,7.022,40.81354,-74.09673,1186,1.7,2
user_10,V_226,1,0.0468,735,0.63,5.314,40.89604,-73.84543,1120,2.7,4
user_10,V_227,1,0.7849,508,0.393,1.354,40.77484,-73.91827,1036,2.9,2
user_10,V_228,1,0.7986,1121,0.895,4.981,40.68968,-73.71517,684,1.8,2
user_10,V_229,1,0.0223,325,0.893,5.604,40.74316,-73.71259,124,3.1,4
user_10,V_230,1,0.9319,170,0.479,9.306,40.60769,-73.89616,766,2.6,5
user_11,V_231,0,0.3441,1083,0.354,5.199,40.67134,-74.03797,518,1.9,5
user_11,V_232,1,0.985,378,0.594,8.563,40.53272,-74.03191,495,1.0,3
user_11,V_233,1,0.1783,774,0.834,9.354,40.90308,-74.19914,1384,1.6,2
user_11,V_234,1,0.7581,430,0.378,1.177,40.92625,-74.18768,126,2.2,4
user_11,V_235,1,0.4833,288,0.036,6.959,40.51503,-73.71306,1102,3.6,1
user_11,V_236,1,0.5391,816,0.174,6.226,40.92506,-73.83673,1434,1.8,5
user_11,V_237,1,0.8315,664,0.617,1.272,40.6321,-73.97665,850,1.6,3
user_11,V_238,1,0.9714,784,0.311,9.189,40.94648,-74.12135,64,4.8,1
user_11,V_239,1,0.7552,172,0.335,0.104,40.83344,-73.74645,1035,3.6,5
user_11,V_240,1,0.0604,621,0.846,8.305,40.78669,-73.76621,1440,2.6,3
user_11,V_241,1,0.7823,731,0.727,8.141,40.63822,-74.19491,427,2.1,1
user_11,V_242,1,0.7725,596,0.563,0.469,40.56091,-74.10285,771,1.9,5
user_11,V_243,1,0.2363,1072,0.145,0.113,40.62999,-73.98645,1036,3.1,5
user_11,V_244,1,0.4827,611,0.0,6.463,40.62823,-73.79988,1394,4.7,4
user_11,V_245,1,0.4245,893,0.078,6.845,40.67328,-74.03736,421,1.9,5
user_11,V_246,0,0.6875,73,0.369,5.575,40.69957,-73.82974,1203,2.4,1
user_11,V_247,1,0.4885,783,0.978,6.376,40.70758,-74.06648,639,3.8,4
user_11,V_248,1,0.8246,656,0.811,4.861,40.87476,-74.18099,674,3.4,2
user_11,V_249,1,0.1892,644,0.394,1.601,40.62223,-73.79639,927,2.9,2
user_11,V_250,1,0.2149,766,0.166,8.264,40.84275,-74.13153,1436,4.9,5
user_11,V_251,1,0.187,738,0.947,9.306,40.77233,-74.20321,1267,3.9,3
user_11,V_252,1,0.6006,92,0.163,1.189,40.71078,-74.04802,436,3.3,1
user_11,V_253,1,0.8447,669,0.078,0.183,40.6334,-74.20722,1386,2.2,4
user_12,V_254,1,0.4123,448,0.602,3.115,40.59294,-74.03877,1146,5.0,4
user_12,V_255,0,0.1952,973,0.607,0.045,40.64175,-73.71823,120,1.2,2
user_12,V_256,1,0.5539,788,0.348,2.593,40.8244,-73.89418,677,1.7,4
user_12,V_257,1,0.2087,282,0.812,5.175,40.56174,-73.70504,671,2.8,5
user_12,V_258,1,0.38,921,0.794,5.582,40.57638,-74.21245,1069,3.7,5
user_12,V_259,1,0.3519,350,0.419,0.756,40.62705,-73.84359,35,2.8,4
user_12,V_260,0,0.5398,243,0.709,2.145,40.76423,-73.92998,1045,4.5,5
user_12,V_261,1,0.4914,591,0.887,7.884,40.77593,-74.21238,872,2.9,3
user_12,V_262,1,0.8064,389,0.642,0.254,40.78314,-74.14731,161,1.7,3
user_12,V_263,0,0.6611,854,0.348,5.905,40.5209,-73.74691,1071,1.9,2
user_12,V_264,0,0.3612,349,0.673,9.833,40.8391,-74.20571,461,1.3,3
user_12,V_265,1,0.755,373,0.356,6.011,40.65874,-73.77182,1131,2.9,5
user_12,V_266,1,0.9447,801,0.819,7.729,40.67182,-73.70992,159,1.4,3
user_12,V_267,1,0.6965,791,0.826,8.982,40.73065,-73.97384,1410,1.6,4
user_12,V_268,1,0.626,1178,0.538,8.273,40.76211,-73.9436,1194,1.1,4
user_12,V_269,1,0.8438,496,0.188,2.094,40.61917,-74.00299,91,1.5,1
user_12,V_270,0,0.9257,588,0.935,4.987,40.80309,-73.91745,263,3.6,5
user_12,V_271,1,0.5802,457,0.687,1.942,40.81028,-73.82344,242,3.2,5
user_12,V_272,1,0.3001,708,0.068,9.693,40.82238,-74.10812,830,2.1,4
user_12,V_273,1,0.0829,284,0.292,7.906,40.63189,-73.78665,1181,3.9,2
user_12,V_274,0,0.747,1023,0.671,5.811,40.52418,-74.11079,897,3.0,1
user_12,V_275,1,0.6693,1147,0.178,5.006,40.78853,-73.72457,1376,3.1,5
user_12,V_276,1,0.532,114,0.845,9.069,40.51917,-74.01891,1130,3.5,4
user_13,V_277,1,0.0307,513,0.344,1.076,40.83774,-74.04268,955,3.1,5
user_13,V_278,1,0.4308,931,0.518,4.628,40.74756,-73.96237,90,3.8,3
user_13,V_279,1,0.6738,795,0.753,6.042,40.6446,-74.03777,96,4.4,4
user_13,V_280,0,0.9545,861,0.238,2.229,40.84738,-74.20769,1227,2.1,1
user_13,V_281,1,0.425,494,0.561,1.162,40.93437,-73.90085,395,4.1,3
user_13,V_282,1,0.958,728,0.434,8.137,40.77412,-74.22672,315,3.7,2
user_13,V_283,0,0.1834,1039,0.792,7.776,40.60714,-73.83277,932,1.8,5
user_13,V_284,1,0.6493,504,0.967,6.87,40.68152,-73.72786,810,1.9,3
user_13,V_285,0,0.6561,172,0.451,1.433,40.64505,-74.03554,919,1.7,4
user_13,V_286,0,0.3907,787,0.995,1.81,40.84391,-74.16671,11,3.3,2
user_13,V_287,1,0.6443,691,0.261,2.54,40.76619,-74.12375,233,2.6,1
user_13,V_288,0,0.6742,1078,0.175,9.158,40.7576,-74.22162,1004,4.0,1
user_13,V_289,1,0.4712,203,0.617,9.603,40.64708,-73.88953,512,4.7,2
user_13,V_290,1,0.9081,435,0.611,8.008,40.53985,-74.15116,71,4.0,3
user_13,V_291,1,0.9131,78,0.373,0.688,40.53663,-73.88717,1039,4.2,3
user_13,V_292,1,0.9776,385,0.016,8.458,40.55675,-74.21423,812,2.8,4
user_13,V_293,0,0.5904,534,0.356,3.427,40.51156,-74.01612,166,2.8,1
user_13,V_294,1,0.2824,782,0.378,5.349,40.90048,-73.77815,255,2.3,2
user_13,V_295,0,0.9574,918,0.533,3.196,40.59936,-74.06437,903,4.0,1
user_13,V_296,1,0.6862,324,0.914,0.878,40.60767,-73.73835,1420,3.2,4
user_13,V_297,1,0.6467,812,0.802,1.188,40.71625,-74.12095,1265,2.2,3
user_13,V_298,1,0.181,179,0.817,8.952,40.72504,-74.02579,621,4.2,1
user_13,V_299,1,0.6888,282,0.923,6.919,40.83726,-73.87683,1408,4.7,1
user_14,V_300,1,0.4134,1178,0.666,9.51,40.62466,-73.92466,1027,2.9,3
user_14,V_301,1,0.4738,230,0.718,0.355,40.63242,-74.0567,1145,1.3,5
user_14,V_302,1,0.2021,954,0.448,1.268,40.88741,-73.88828,466,1.9,5
user_14,V_303,1,0.4165,893,0.855,1.519,40.68853,-73.72529,902,4.2,2
user_14,V_304,1,0.4181,474,0.201,6.996,40.53023,-74.16362,883,2.1,5
user_14,V_305,1,0.3908,298,0.25,7.584,40.94492,-74.06708,233,2.3,4
user_14,V_306,1,0.8379,849,0.432,4.08,40.59306,-74.0999,530,3.8,4
user_14,V_307,1,0.707,202,0.589,0.03,40.73394,-73.90088,916,1.0,2
user_14,V_308,1,0.0079,955,0.25,1.35,40.65629,-73.86663,651,4.1,4
user_14,V_309,1,0.1096,79,0.501,3.781,40.81372,-74.10263,1250,2.6,4
user_14,V_310,1,0.2396,825,0.325,9.818,40.54741,-73.7191,733,1.3,5
user_14,V_311,1,0.2042,55,0.445,1.943,40.74715,-73.99064,1415,1.9,2
user_14,V_312,1,0.0383,293,0.334,8.999,40.65081,-74.05212,256,1.3,3
